segment_id,modalitet_rf,label_rf,subset_rf,orig_file_rf,start_sec_rf,duration_rf,out_path_rf,modalitet_audio,label_audio,subset_audio,orig_file_audio,start_sec_audio,duration_audio,out_path_audio
seg_00741,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,263.0,1.0,segments\seg_00741\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,528.0,1.0,segments\seg_00741\audio\Audio_test_bymarka_2.wav
seg_00742,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,264.0,1.0,segments\seg_00742\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,529.0,1.0,segments\seg_00742\audio\Audio_test_bymarka_2.wav
seg_00743,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,265.0,1.0,segments\seg_00743\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,530.0,1.0,segments\seg_00743\audio\Audio_test_bymarka_2.wav
seg_00744_noise,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,265.0,1.0,segments\seg_00744_noise\rf\rf_drone_outside_test_2_noise.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,530.0,1.0,segments\seg_00744_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00746,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,267.0,1.0,segments\seg_00746\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,531.0,1.0,segments\seg_00746\audio\Audio_test_bymarka_2.wav
seg_00747,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,268.0,1.0,segments\seg_00747\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,532.0,1.0,segments\seg_00747\audio\Audio_test_bymarka_2.wav
seg_00748,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,269.0,1.0,segments\seg_00748\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,533.0,1.0,segments\seg_00748\audio\Audio_test_bymarka_2.wav
seg_00749,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,270.0,1.0,segments\seg_00749\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,534.0,1.0,segments\seg_00749\audio\Audio_test_bymarka_2.wav
seg_00753,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,273.0,1.0,segments\seg_00753\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,536.0,1.0,segments\seg_00753\audio\Audio_test_bymarka_2.wav
seg_00754,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,274.0,1.0,segments\seg_00754\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,537.0,1.0,segments\seg_00754\audio\Audio_test_bymarka_2.wav
seg_00755,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,275.0,1.0,segments\seg_00755\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,538.0,1.0,segments\seg_00755\audio\Audio_test_bymarka_2.wav
seg_00757,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,276.0,1.0,segments\seg_00757\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,540.0,1.0,segments\seg_00757\audio\Audio_test_bymarka_2.wav
seg_00760,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,279.0,1.0,segments\seg_00760\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,541.0,1.0,segments\seg_00760\audio\Audio_test_bymarka_2.wav
seg_00761,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,280.0,1.0,segments\seg_00761\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,542.0,1.0,segments\seg_00761\audio\Audio_test_bymarka_2.wav
seg_00763,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,281.0,1.0,segments\seg_00763\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,544.0,1.0,segments\seg_00763\audio\Audio_test_bymarka_2.wav
seg_00764,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,282.0,1.0,segments\seg_00764\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,545.0,1.0,segments\seg_00764\audio\Audio_test_bymarka_2.wav
seg_00767,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,285.0,1.0,segments\seg_00767\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,546.0,1.0,segments\seg_00767\audio\Audio_test_bymarka_2.wav
seg_00769,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,286.0,1.0,segments\seg_00769\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,548.0,1.0,segments\seg_00769\audio\Audio_test_bymarka_2.wav
seg_00770,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,287.0,1.0,segments\seg_00770\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,549.0,1.0,segments\seg_00770\audio\Audio_test_bymarka_2.wav
seg_00771,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,288.0,1.0,segments\seg_00771\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,550.0,1.0,segments\seg_00771\audio\Audio_test_bymarka_2.wav
seg_00775,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,291.0,1.0,segments\seg_00775\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,552.0,1.0,segments\seg_00775\audio\Audio_test_bymarka_2.wav
seg_00776,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,292.0,1.0,segments\seg_00776\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,553.0,1.0,segments\seg_00776\audio\Audio_test_bymarka_2.wav
seg_00777,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,293.0,1.0,segments\seg_00777\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,554.0,1.0,segments\seg_00777\audio\Audio_test_bymarka_2.wav
seg_00778,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,294.0,1.0,segments\seg_00778\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,555.0,1.0,segments\seg_00778\audio\Audio_test_bymarka_2.wav
seg_00781,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,296.0,1.0,segments\seg_00781\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,556.0,1.0,segments\seg_00781\audio\Audio_test_bymarka_2.wav
seg_00782,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,297.0,1.0,segments\seg_00782\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,557.0,1.0,segments\seg_00782\audio\Audio_test_bymarka_2.wav
seg_00783,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,298.0,1.0,segments\seg_00783\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,558.0,1.0,segments\seg_00783\audio\Audio_test_bymarka_2.wav
seg_00784,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,299.0,1.0,segments\seg_00784\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,559.0,1.0,segments\seg_00784\audio\Audio_test_bymarka_2.wav
seg_00785,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,300.0,1.0,segments\seg_00785\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,560.0,1.0,segments\seg_00785\audio\Audio_test_bymarka_2.wav
seg_00786_noise,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,300.0,1.0,segments\seg_00786_noise\rf\rf_drone_outside_test_2_noise.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,560.0,1.0,segments\seg_00786_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00788,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,302.0,1.0,segments\seg_00788\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,561.0,1.0,segments\seg_00788\audio\Audio_test_bymarka_2.wav
seg_00789,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,303.0,1.0,segments\seg_00789\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,562.0,1.0,segments\seg_00789\audio\Audio_test_bymarka_2.wav
seg_00790,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,304.0,1.0,segments\seg_00790\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,563.0,1.0,segments\seg_00790\audio\Audio_test_bymarka_2.wav
seg_00791,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,305.0,1.0,segments\seg_00791\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,564.0,1.0,segments\seg_00791\audio\Audio_test_bymarka_2.wav
seg_00795,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,308.0,1.0,segments\seg_00795\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,566.0,1.0,segments\seg_00795\audio\Audio_test_bymarka_2.wav
seg_00796,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,309.0,1.0,segments\seg_00796\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,567.0,1.0,segments\seg_00796\audio\Audio_test_bymarka_2.wav
seg_00797,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,310.0,1.0,segments\seg_00797\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,568.0,1.0,segments\seg_00797\audio\Audio_test_bymarka_2.wav
seg_00799,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,311.0,1.0,segments\seg_00799\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,570.0,1.0,segments\seg_00799\audio\Audio_test_bymarka_2.wav
seg_00802,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,314.0,1.0,segments\seg_00802\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,571.0,1.0,segments\seg_00802\audio\Audio_test_bymarka_2.wav
seg_00803,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,315.0,1.0,segments\seg_00803\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,572.0,1.0,segments\seg_00803\audio\Audio_test_bymarka_2.wav
seg_00805,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,316.0,1.0,segments\seg_00805\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,574.0,1.0,segments\seg_00805\audio\Audio_test_bymarka_2.wav
seg_00806,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,317.0,1.0,segments\seg_00806\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,575.0,1.0,segments\seg_00806\audio\Audio_test_bymarka_2.wav
seg_00809,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,320.0,1.0,segments\seg_00809\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,576.0,1.0,segments\seg_00809\audio\Audio_test_bymarka_2.wav
seg_00811,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,321.0,1.0,segments\seg_00811\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,578.0,1.0,segments\seg_00811\audio\Audio_test_bymarka_2.wav
seg_00812,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,322.0,1.0,segments\seg_00812\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,579.0,1.0,segments\seg_00812\audio\Audio_test_bymarka_2.wav
seg_00813,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,323.0,1.0,segments\seg_00813\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,580.0,1.0,segments\seg_00813\audio\Audio_test_bymarka_2.wav
seg_00817,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,326.0,1.0,segments\seg_00817\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,582.0,1.0,segments\seg_00817\audio\Audio_test_bymarka_2.wav
seg_00818,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,327.0,1.0,segments\seg_00818\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,583.0,1.0,segments\seg_00818\audio\Audio_test_bymarka_2.wav
seg_00819,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,328.0,1.0,segments\seg_00819\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,584.0,1.0,segments\seg_00819\audio\Audio_test_bymarka_2.wav
seg_00820,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,329.0,1.0,segments\seg_00820\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,585.0,1.0,segments\seg_00820\audio\Audio_test_bymarka_2.wav
seg_00823,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,331.0,1.0,segments\seg_00823\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,586.0,1.0,segments\seg_00823\audio\Audio_test_bymarka_2.wav
seg_00824,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,332.0,1.0,segments\seg_00824\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,587.0,1.0,segments\seg_00824\audio\Audio_test_bymarka_2.wav
seg_00825,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,333.0,1.0,segments\seg_00825\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,588.0,1.0,segments\seg_00825\audio\Audio_test_bymarka_2.wav
seg_00826,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,334.0,1.0,segments\seg_00826\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,589.0,1.0,segments\seg_00826\audio\Audio_test_bymarka_2.wav
seg_00827,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,335.0,1.0,segments\seg_00827\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,590.0,1.0,segments\seg_00827\audio\Audio_test_bymarka_2.wav
seg_00828_noise,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,335.0,1.0,segments\seg_00828_noise\rf\rf_drone_outside_test_2_noise.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,590.0,1.0,segments\seg_00828_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00830,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,337.0,1.0,segments\seg_00830\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,591.0,1.0,segments\seg_00830\audio\Audio_test_bymarka_2.wav
seg_00831,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,338.0,1.0,segments\seg_00831\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,592.0,1.0,segments\seg_00831\audio\Audio_test_bymarka_2.wav
seg_00832,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,339.0,1.0,segments\seg_00832\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,593.0,1.0,segments\seg_00832\audio\Audio_test_bymarka_2.wav
seg_00833,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,340.0,1.0,segments\seg_00833\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,594.0,1.0,segments\seg_00833\audio\Audio_test_bymarka_2.wav
seg_00837,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,343.0,1.0,segments\seg_00837\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,596.0,1.0,segments\seg_00837\audio\Audio_test_bymarka_2.wav
seg_00838,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,344.0,1.0,segments\seg_00838\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,597.0,1.0,segments\seg_00838\audio\Audio_test_bymarka_2.wav
seg_00839,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,345.0,1.0,segments\seg_00839\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,598.0,1.0,segments\seg_00839\audio\Audio_test_bymarka_2.wav
seg_00841,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,346.0,1.0,segments\seg_00841\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,600.0,1.0,segments\seg_00841\audio\Audio_test_bymarka_2.wav
seg_00844,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,349.0,1.0,segments\seg_00844\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,601.0,1.0,segments\seg_00844\audio\Audio_test_bymarka_2.wav
seg_00845,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,350.0,1.0,segments\seg_00845\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,602.0,1.0,segments\seg_00845\audio\Audio_test_bymarka_2.wav
seg_00847,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,351.0,1.0,segments\seg_00847\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,604.0,1.0,segments\seg_00847\audio\Audio_test_bymarka_2.wav
seg_00848,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,352.0,1.0,segments\seg_00848\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,605.0,1.0,segments\seg_00848\audio\Audio_test_bymarka_2.wav
seg_00851,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,355.0,1.0,segments\seg_00851\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,606.0,1.0,segments\seg_00851\audio\Audio_test_bymarka_2.wav
seg_00853,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,356.0,1.0,segments\seg_00853\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,608.0,1.0,segments\seg_00853\audio\Audio_test_bymarka_2.wav
seg_00854,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,357.0,1.0,segments\seg_00854\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,609.0,1.0,segments\seg_00854\audio\Audio_test_bymarka_2.wav
seg_00855,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,358.0,1.0,segments\seg_00855\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,610.0,1.0,segments\seg_00855\audio\Audio_test_bymarka_2.wav
seg_00859,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,361.0,1.0,segments\seg_00859\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,612.0,1.0,segments\seg_00859\audio\Audio_test_bymarka_2.wav
seg_00860,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,362.0,1.0,segments\seg_00860\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,613.0,1.0,segments\seg_00860\audio\Audio_test_bymarka_2.wav
seg_00861,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,363.0,1.0,segments\seg_00861\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,614.0,1.0,segments\seg_00861\audio\Audio_test_bymarka_2.wav
seg_00862,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,364.0,1.0,segments\seg_00862\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,615.0,1.0,segments\seg_00862\audio\Audio_test_bymarka_2.wav
seg_00865,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,366.0,1.0,segments\seg_00865\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,616.0,1.0,segments\seg_00865\audio\Audio_test_bymarka_2.wav
seg_00866,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,367.0,1.0,segments\seg_00866\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,617.0,1.0,segments\seg_00866\audio\Audio_test_bymarka_2.wav
seg_00867,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,368.0,1.0,segments\seg_00867\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,618.0,1.0,segments\seg_00867\audio\Audio_test_bymarka_2.wav
seg_00868,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,369.0,1.0,segments\seg_00868\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,619.0,1.0,segments\seg_00868\audio\Audio_test_bymarka_2.wav
seg_00869,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,370.0,1.0,segments\seg_00869\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,620.0,1.0,segments\seg_00869\audio\Audio_test_bymarka_2.wav
seg_00870_noise,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,370.0,1.0,segments\seg_00870_noise\rf\rf_drone_outside_test_2_noise.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,620.0,1.0,segments\seg_00870_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00872,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,372.0,1.0,segments\seg_00872\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,621.0,1.0,segments\seg_00872\audio\Audio_test_bymarka_2.wav
seg_00873,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,373.0,1.0,segments\seg_00873\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,622.0,1.0,segments\seg_00873\audio\Audio_test_bymarka_2.wav
seg_00874,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,374.0,1.0,segments\seg_00874\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,623.0,1.0,segments\seg_00874\audio\Audio_test_bymarka_2.wav
seg_00875,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,375.0,1.0,segments\seg_00875\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,624.0,1.0,segments\seg_00875\audio\Audio_test_bymarka_2.wav
seg_00879,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,378.0,1.0,segments\seg_00879\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,626.0,1.0,segments\seg_00879\audio\Audio_test_bymarka_2.wav
seg_00880,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,379.0,1.0,segments\seg_00880\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,627.0,1.0,segments\seg_00880\audio\Audio_test_bymarka_2.wav
seg_00881,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,380.0,1.0,segments\seg_00881\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,628.0,1.0,segments\seg_00881\audio\Audio_test_bymarka_2.wav
seg_00883,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,381.0,1.0,segments\seg_00883\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,630.0,1.0,segments\seg_00883\audio\Audio_test_bymarka_2.wav
seg_00886,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,384.0,1.0,segments\seg_00886\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,631.0,1.0,segments\seg_00886\audio\Audio_test_bymarka_2.wav
seg_00887,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,385.0,1.0,segments\seg_00887\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,632.0,1.0,segments\seg_00887\audio\Audio_test_bymarka_2.wav
seg_00889,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,386.0,1.0,segments\seg_00889\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,634.0,1.0,segments\seg_00889\audio\Audio_test_bymarka_2.wav
seg_00890,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,387.0,1.0,segments\seg_00890\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,635.0,1.0,segments\seg_00890\audio\Audio_test_bymarka_2.wav
seg_00893,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,390.0,1.0,segments\seg_00893\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,636.0,1.0,segments\seg_00893\audio\Audio_test_bymarka_2.wav
seg_00895,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,391.0,1.0,segments\seg_00895\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,638.0,1.0,segments\seg_00895\audio\Audio_test_bymarka_2.wav
seg_00896,rf,drone,train,data/rf\drone\rf_drone_outside_test_2.csv,392.0,1.0,segments\seg_00896\rf\rf_drone_outside_test_2.csv,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,639.0,1.0,segments\seg_00896\audio\Audio_test_bymarka_2.wav
